produktnavn,kategorinavn,stregkode,Lager,DKKRRP,kostpris
631-11187-Ken Shorts+-4353-4XL,Shorts,5702095625544,4,550.0,86.9
631-11187-Ken Shorts+-4353-S,Shorts,5702095625483,12,550.0,86.9
631-11187-Ken Shorts+-4353-XS,Shorts,5702095625476,2,550.0,86.9
631-11187-Ken Shorts+-6236-3XL,Shorts,5702095625612,3,550.0,86.9
631-11187-Ken Shorts+-6236-4XL,Shorts,5702095625629,13,550.0,86.9
631-11187-Ken Shorts+-6236-M,Shorts,5702095625575,11,550.0,86.9
631-11187-Ken Shorts+-6236-S,Shorts,5702095625568,1,550.0,86.9
631-11187-Ken Shorts+-6740-4XL,Shorts,5702095625704,10,550.0,86.9
631-11187-Ken Shorts+-6740-S,Shorts,5702095625643,3,550.0,86.9
631-11187-Ken Shorts+-6740-XS,Shorts,5702095625636,1,550.0,86.9
631-11187-Ken Shorts+-7240-S,Shorts,5702095611721,17,550.0,86.9
631-11187-Ken Shorts+-7240-XS,Shorts,5702095611714,5,550.0,86.9
631-11187-Ken Shorts+-7247-2XL,Shorts,5702095625766,4,550.0,86.9
631-11187-Ken Shorts+-7247-3XL,Shorts,5702095625773,7,550.0,86.9
631-11187-Ken Shorts+-7247-4XL,Shorts,5702095625780,4,550.0,86.9
631-11187-Ken Shorts+-7247-L,Shorts,5702095625742,1,550.0,86.9
631-11187-Ken Shorts+-7247-M,Shorts,5702095625735,7,550.0,86.9
631-11187-Ken Shorts+-7247-S,Shorts,5702095625728,18,550.0,86.9
631-11187-Ken Shorts+-7247-XL,Shorts,5702095625759,2,550.0,86.9
631-11187-Ken Shorts+-7247-XS,Shorts,5702095625711,2,550.0,86.9
631-11187-Ken Shorts+-7609-S,Shorts,5702095625803,14,550.0,86.9
631-11187-Ken Shorts+-7618-2XL,Shorts,5702095625926,4,550.0,86.9
631-11187-Ken Shorts+-7618-3XL,Shorts,5702095625933,6,550.0,86.9
631-11187-Ken Shorts+-7618-4XL,Shorts,5702095625940,7,550.0,86.9
631-11187-Ken Shorts+-7618-S,Shorts,5702095625889,13,550.0,86.9
631-11187-Ken Shorts+-7618-XS,Shorts,5702095625872,7,550.0,86.9
631-11187-Ken Shorts+-7628-4XL,Shorts,5702095626022,7,550.0,86.9
631-11187-Ken Shorts+-7628-S,Shorts,5702095625964,1,550.0,86.9
631-11210-Gerhardt Denim Shorts-7251-3XL,Shorts,5702095772934,1,600.0,93.29
631-11227-Klaus Cotton +-4242-2XL,Shorts,5702095626084,11,550.0,87.33
631-11227-Klaus Cotton +-4242-3XL,Shorts,5702095626091,1,550.0,87.33
631-11227-Klaus Cotton +-4242-4XL,Shorts,5702095626107,5,550.0,87.33
631-11227-Klaus Cotton +-4242-S,Shorts,5702095626046,4,550.0,87.33
631-11227-Klaus Cotton +-7240-S,Shorts,5702095612360,2,550.0,87.33
631-11227-Klaus Cotton +-7609-2XL,Shorts,5702095626169,2,550.0,87.33
631-11227-Klaus Cotton +-7618-3XL,Shorts,5702095626251,2,550.0,87.33
631-11227-Klaus Cotton +-7618-4XL,Shorts,5702095626268,4,550.0,87.33
631-11228-Van Chino Shorts-4002-3XL,Shorts,5702095626411,2,550.0,87.33
631-11228-Van Chino Shorts-4002-S,Shorts,5702095626367,9,550.0,87.33
631-11228-Van Chino Shorts-4002-XS,Shorts,5702095626350,5,550.0,87.33
631-11228-Van Chino Shorts-4353-3XL,Shorts,5702095626572,1,550.0,87.33
631-11228-Van Chino Shorts-4353-M,Shorts,5702095626534,2,550.0,87.33
631-11228-Van Chino Shorts-4353-S,Shorts,5702095626527,6,550.0,87.33
631-11228-Van Chino Shorts-6236-4XL,Shorts,5702095626664,2,550.0,87.33
631-11228-Van Chino Shorts-6236-M,Shorts,5702095626619,2,550.0,87.33
631-11228-Van Chino Shorts-6236-S,Shorts,5702095626602,5,550.0,87.33
631-11228-Van Chino Shorts-7240-S,Shorts,5702095612926,4,550.0,87.33
631-11228-Van Chino Shorts-7240-XS,Shorts,5702095612919,9,550.0,87.33
631-11228-Van Chino Shorts-7247-S,Shorts,5702095626763,6,550.0,87.33
631-11228-Van Chino Shorts-7618-S,Shorts,5702095626923,5,550.0,87.33
631-11228-Van Chino Shorts-7628-XS,Shorts,5702095626992,1,550.0,87.33
631-11260-Ferry Twill-4002-30/32,Pants,5702095627999,1,700.0,121.39
631-11260-Ferry Twill-4002-31/34,Pants,5702095628910,3,700.0,121.39
631-11260-Ferry Twill-4002-33/34,Pants,5702095628934,1,700.0,121.39
631-11260-Ferry Twill-4002-37/32,Pants,5702095628064,2,700.0,121.39
631-11260-Ferry Twill-4002-42/32,Pants,5702095628095,2,700.0,121.39
631-11260-Ferry Twill-4002-44/32,Pants,5702095628101,3,700.0,121.39
631-11260-Ferry Twill-7193-29/32,Pants,5702095663881,1,700.0,121.39
631-11260-Ferry Twill-7618-29/30,Pants,5702095627722,5,700.0,121.39
631-11260-Ferry Twill-7618-29/32,Pants,5702095628637,7,700.0,121.39
631-11260-Ferry Twill-7618-31/30,Pants,5702095627746,1,700.0,121.39
631-11260-Ferry Twill-7618-32/34,Pants,5702095629573,1,700.0,121.39
631-11260-Ferry Twill-7618-40/34,Pants,5702095629641,1,700.0,121.39
631-11277-Victor Chino-4002-29/30,Pants,5702095629801,5,700.0,152.34
631-11277-Victor Chino-4002-29/32,Pants,5702095630586,4,700.0,152.34
631-11277-Victor Chino-4002-29/34,Pants,5702095631361,1,700.0,152.34
631-11277-Victor Chino-4002-30/32,Pants,5702095630593,10,700.0,152.34
631-11277-Victor Chino-4002-30/34,Pants,5702095631378,1,700.0,152.34
631-11277-Victor Chino-4002-31/32,Pants,5702095630609,5,700.0,152.34
631-11277-Victor Chino-4002-31/34,Pants,5702095631385,9,700.0,152.34
631-11277-Victor Chino-4002-32/34,Pants,5702095631392,17,700.0,152.34
631-11277-Victor Chino-4002-33/36,Pants,5702095770855,1,700.0,152.34
631-11277-Victor Chino-4002-40/32,Pants,5702095630685,1,700.0,152.34
631-11277-Victor Chino-7618-29/30,Pants,5702095630326,2,700.0,152.34
631-11277-Victor Chino-7618-29/32,Pants,5702095631101,3,700.0,152.34
631-11277-Victor Chino-7618-30/32,Pants,5702095631118,1,700.0,152.34
631-11277-Victor Chino-7618-31/32,Pants,5702095631125,5,700.0,152.34
631-11277-Victor Chino-7618-31/36,Pants,5702095771357,2,700.0,152.34
631-11277-Victor Chino-7618-32/36,Pants,5702095771364,2,700.0,152.34
631-11277-Victor Chino-7628-42/32,Pants,5702095631347,1,700.0,152.34
631-11310-Trevor Stripe-7247-S,Shorts,5702095632733,1,500.0,80.51
631-11310-Trevor Stripe-7247-XL,Shorts,5702095632764,1,500.0,80.51
631-11310-Trevor Stripe-7609-2XL,Shorts,5702095632849,2,500.0,80.51
631-11310-Trevor Stripe-7618-2XL,Shorts,5702095632917,4,500.0,80.51
631-11310-Trevor Stripe-7618-S,Shorts,5702095632870,4,500.0,80.51
631-12431-Neyton Linen-7240-2XL,Knit,5702095635574,1,700.0,89.46
631-13001-Eddy +-6236-M,T-shirt/Top,5702095637363,9,200.0,37.91
631-13001-Eddy +-6236-S,T-shirt/Top,5702095637356,1,200.0,37.91
631-13001-Eddy +-6740-M,T-shirt/Top,5702095650003,10,200.0,37.91
631-13065-Nicky +-6236-M,Polo,5702095638131,1,400.0,67.83
631-13065-Nicky +-6740-S,Polo,5702095659266,1,400.0,67.83
631-13065-Nicky +-7194-S,Polo,5702095638476,6,400.0,67.83
631-13456-Nalle P-6920-S,Polo,5702095642664,6,450.0,84.35
631-13505-Odin Stripe Print-6740-S,Polo,5702095645252,1,500.0,87.83
631-13505-Odin Stripe Print-7240-S,Polo,5702095645320,2,500.0,87.83
631-13505-Odin Stripe Print-7628-S,Polo,5702095645467,1,500.0,87.83
631-15553-Don Padded Shirt-7469-2XL,Overshirt,5702095731405,8,1000.0,184.91
631-15553-Don Padded Shirt-7469-3XL,Overshirt,5702095731412,2,1000.0,184.91
631-15553-Don Padded Shirt-7469-4XL,Overshirt,5702095731429,1,1000.0,184.91
631-15553-Don Padded Shirt-7469-L,Overshirt,5702095731382,9,1000.0,184.91
631-15553-Don Padded Shirt-7469-M,Overshirt,5702095731375,10,1000.0,184.91
631-15553-Don Padded Shirt-7469-S,Overshirt,5702095731368,6,1000.0,184.91
631-15553-Don Padded Shirt-7469-XL,Overshirt,5702095731399,10,1000.0,184.91
631-15562-Paw Check-6990-S,L/S Shirts,5702095646518,1,700.0,111.31
631-15562-Paw Check-7240-S,L/S Shirts,5702095646587,2,700.0,111.31
631-15564-Pell Small Stripe-7247-M,L/S Shirts,5702095650638,1,700.0,108.7
631-15564-Pell Small Stripe-7247-S,L/S Shirts,5702095650621,1,700.0,108.7
631-15572-Pan Check-7247-4XL,Overshirt,5702095609131,2,800.0,135.54
631-15572-Pan Check-7247-M,Overshirt,5702095609087,1,800.0,135.54
631-15572-Pan Check-7247-S,Overshirt,5702095609070,1,800.0,135.54
631-15575-Patrick Denim-7254-M,Overshirt,5702095647225,1,800.0,146.97
631-15575-Patrick Denim-7254-S,Overshirt,5702095647218,1,800.0,146.97
632-11228-Conrad HV Linen-6119-S,Shorts,5702095796350,2,700.0,123.05
632-11228-Conrad HV Linen-7193-2XL,Shorts,5702095796466,3,700.0,123.05
632-11228-Conrad HV Linen-7193-M,Shorts,5702095796435,1,700.0,123.05
632-11228-Conrad HV Linen-7193-S,Shorts,5702095796428,3,700.0,123.05
632-11228-Conrad HV Linen-7193-XL,Shorts,5702095796459,1,700.0,123.05
632-11285-Hugo Structure +-6119-M,Shorts,5702095796657,1,600.0,95.0
632-11285-Hugo Structure +-6119-S,Shorts,5702095796640,6,600.0,95.0
632-11285-Hugo Structure +-7240-XS,Shorts,5702095796718,2,600.0,95.0
632-11301-Captain HV Linen-6119-30/32,Pants,5702095796886,1,900.0,163.05
632-11301-Captain HV Linen-6119-32/30,Pants,5702095878940,1,900.0,163.05
632-11301-Captain HV Linen-6119-32/32,Pants,5702095796909,3,900.0,163.05
632-11301-Captain HV Linen-6119-36/30,Pants,5702095878988,1,900.0,163.05
632-11301-Captain HV Linen-6119-36/32,Pants,5702095796947,1,900.0,163.05
632-11301-Captain HV Linen-7193-29/30,Pants,5702095879046,1,900.0,163.05
632-11301-Captain HV Linen-7193-29/32,Pants,5702095825999,2,900.0,163.05
632-11301-Captain HV Linen-7193-30/32,Pants,5702095826002,3,900.0,163.05
632-11301-Captain HV Linen-7193-31/30,Pants,5702095879060,2,900.0,163.05
632-11301-Captain HV Linen-7193-31/32,Pants,5702095826019,3,900.0,163.05
632-11301-Captain HV Linen-7193-32/30,Pants,5702095879077,1,900.0,163.05
632-11301-Captain HV Linen-7193-32/32,Pants,5702095826026,4,900.0,163.05
632-11301-Captain HV Linen-7193-33/30,Pants,5702095879084,3,900.0,163.05
632-11301-Captain HV Linen-7193-33/32,Pants,5702095826033,7,900.0,163.05
632-11301-Captain HV Linen-7193-34/32,Pants,5702095826040,1,900.0,163.05
632-11301-Captain HV Linen-7193-36/32,Pants,5702095826064,5,900.0,163.05
632-11315-Charly Denim-7251-3XL,Shorts,5702095722267,1,500.0,95.0
632-13065-Nicky +-6607-S,Polo,5702095718246,5,400.0,67.83
632-13509-Gavin New stripe +-6548-3XL,T-shirt/Top,5702095719205,10,200.0,35.36
632-13509-Gavin New stripe +-6548-L,T-shirt/Top,5702095719175,15,200.0,35.36
632-13509-Gavin New stripe +-6548-S,T-shirt/Top,5702095719151,4,200.0,35.36
632-13509-Gavin New stripe +-6548-XL,T-shirt/Top,5702095719182,7,200.0,35.36
632-13510-Grant Stripe W/print +-6548-2XL,T-shirt/Top,5702095719618,9,200.0,37.06
632-13510-Grant Stripe W/print +-6548-3XL,T-shirt/Top,5702095719625,6,200.0,37.06
632-13510-Grant Stripe W/print +-6548-L,T-shirt/Top,5702095719595,9,200.0,37.06
632-13510-Grant Stripe W/print +-6548-XL,T-shirt/Top,5702095719601,22,200.0,37.06
632-13518-Gunner Print stripe-7077-S,Polo,5702095721321,1,500.0,84.79
632-15512-Therkel Linen/Cotton-4000-3XL,S/S Shirts,5702095715702,1,500.0,87.34
632-15512-Therkel Linen/Cotton-6548-S,S/S Shirts,5702095728283,1,500.0,87.34
632-15512-Therkel Linen/Cotton-7193-S,S/S Shirts,5702095728498,1,500.0,87.34
632-15512-Therkel Linen/Cotton-7349-S,S/S Shirts,5702095728566,4,500.0,87.34
632-15519-Troy Linen Overshirt-6119-3XL,Overshirt,5702095826309,3,900.0,147.83
632-15519-Troy Linen Overshirt-6119-M,Overshirt,5702095826262,1,900.0,147.83
632-15519-Troy Linen Overshirt-7193-L,Overshirt,5702095826347,1,900.0,147.83
632-15519-Troy Linen Overshirt-7193-M,Overshirt,5702095826330,3,900.0,147.83
632-15519-Troy Linen Overshirt-7193-XL,Overshirt,5702095826354,6,900.0,147.83
632-15578-Boone Multi Stripe-6548-M,L/S Shirts,5702095728719,2,500.0,94.87
632-15578-Boone Multi Stripe-6548-S,L/S Shirts,5702095728702,1,500.0,94.87
632-15581-Boise Check-6607-M,S/S Shirts,5702095729419,1,400.0,90.31
632-15581-Boise Check-6607-S,S/S Shirts,5702095729402,3,400.0,90.31
632-15581-Boise Check-7077-S,S/S Shirts,5702095729549,1,400.0,90.31
632-15581-Boise Check-7399-S,S/S Shirts,5702095729617,1,400.0,90.31
632-19515-Sunny Swim Trunks-6607-2XL,Acc. all,5702095731054,9,300.0,60.92
632-19515-Sunny Swim Trunks-6607-3XL,Acc. all,5702095731061,3,300.0,60.92
632-19515-Sunny Swim Trunks-6607-L,Acc. all,5702095731030,2,300.0,60.92
632-19515-Sunny Swim Trunks-6607-S,Acc. all,5702095731016,9,300.0,60.92
632-19515-Sunny Swim Trunks-6607-XL,Acc. all,5702095731047,17,300.0,60.92
632-19515-Sunny Swim Trunks-7077-2XL,Acc. all,5702095731122,14,300.0,60.92
632-19515-Sunny Swim Trunks-7077-3XL,Acc. all,5702095731139,4,300.0,60.92
632-19515-Sunny Swim Trunks-7077-4XL,Acc. all,5702095731146,1,300.0,60.92
632-19515-Sunny Swim Trunks-7077-L,Acc. all,5702095731108,8,300.0,60.92
632-19515-Sunny Swim Trunks-7077-M,Acc. all,5702095731092,4,300.0,60.92
632-19515-Sunny Swim Trunks-7077-S,Acc. all,5702095731085,4,300.0,60.92
632-19515-Sunny Swim Trunks-7077-XL,Acc. all,5702095731115,13,300.0,60.92
632-19515-Sunny Swim Trunks-7349-2XL,Acc. all,5702095731269,14,300.0,60.92
632-19515-Sunny Swim Trunks-7349-3XL,Acc. all,5702095731276,10,300.0,60.92
632-19515-Sunny Swim Trunks-7349-4XL,Acc. all,5702095731283,4,300.0,60.92
632-19515-Sunny Swim Trunks-7349-L,Acc. all,5702095731245,6,300.0,60.92
632-19515-Sunny Swim Trunks-7349-M,Acc. all,5702095731238,3,300.0,60.92
632-19515-Sunny Swim Trunks-7349-S,Acc. all,5702095731221,8,300.0,60.92
632-19515-Sunny Swim Trunks-7349-XL,Acc. all,5702095731252,16,300.0,60.92
633-10214-SiPaw Tech +-4353-S,Jacket,5702095767343,1,2000.0,369.41
633-10214-SiPaw Tech +-7240-M,Jacket,5702095767428,2,2000.0,369.41
633-10214-SiPaw Tech +-7676-M,Jacket,5702095993995,1,2000.0,369.41
633-10214-SiPaw Tech +-96-2XL,Jacket,5702095767312,3,2000.0,369.41
633-10214-SiPaw Tech +-96-M,Jacket,5702095767282,8,2000.0,369.41
633-10215-SiPhilip Bouble +-96-2XL,Jacket,5702095767527,2,2000.0,409.27
633-10238-SiJesse Quilt-5835-2XL,Jacket,5702095811954,8,1200.0,199.28
633-10238-SiJesse Quilt-5835-3XL,Jacket,5702095811961,3,1200.0,199.28
633-10238-SiJesse Quilt-5835-4XL,Jacket,5702095811978,7,1200.0,199.28
633-10238-SiJesse Quilt-5835-L,Jacket,5702095811930,4,1200.0,199.28
633-10238-SiJesse Quilt-5835-M,Jacket,5702095811923,1,1200.0,199.28
633-10238-SiJesse Quilt-5835-S,Jacket,5702095811916,1,1200.0,199.28
633-10241-SiJules Vest +-7240-M,Waistcoat,5702095994206,1,1000.0,173.52
633-11252-SiTimmy Retro Jeans-7203-31/32,Jeans,5702095994800,1,800.0,141.19
633-11252-SiTimmy Retro Jeans-7203-35/32,Jeans,5702095994848,1,800.0,141.19
633-11260-SiFerry Twill-4242-31/32,Pants,5702095995197,1,700.0,136.87
633-11260-SiFerry Twill-4242-33/32,Pants,5702095995210,2,700.0,136.87
633-11260-SiFerry Twill-4242-34/30,Pants,5702095995098,1,700.0,136.87
633-11260-SiFerry Twill-4242-38/32,Pants,5702095995265,1,700.0,136.87
633-11260-SiFerry Twill-6253-33/34,Pants,5702095865216,2,700.0,136.87
633-11260-SiFerry Twill-6253-34/34,Pants,5702095865223,2,700.0,136.87
633-11260-SiFerry Twill-6253-35/34,Pants,5702095865230,3,700.0,136.87
633-11260-SiFerry Twill-6253-36/34,Pants,5702095865247,3,700.0,136.87
633-11260-SiFerry Twill-6253-37/34,Pants,5702095865254,1,700.0,136.87
633-11260-SiFerry Twill-6253-38/34,Pants,5702095865261,6,700.0,136.87
633-11260-SiFerry Twill-6253-40/34,Pants,5702095865278,1,700.0,136.87
633-11260-SiFerry Twill-6253-42/34,Pants,5702095865285,2,700.0,136.87
633-11260-SiFerry Twill-7609-30/30,Pants,5702095851738,3,700.0,136.87
633-11260-SiFerry Twill-7609-31/30,Pants,5702095851745,1,700.0,136.87
633-11260-SiFerry Twill-7609-32/30,Pants,5702095851752,1,700.0,136.87
633-11260-SiFerry Twill-7609-44/30,Pants,5702095851844,1,700.0,136.87
633-11277-SiVictor Chino-6336-30/34,Pants,5702095866480,1,700.0,148.37
633-11277-SiVictor Chino-7609-29/30,Pants,5702095800255,3,700.0,148.37
633-11277-SiVictor Chino-7609-29/32,Pants,5702095800903,3,700.0,148.37
633-11277-SiVictor Chino-7609-30/30,Pants,5702095800262,1,700.0,148.37
633-11277-SiVictor Chino-7609-30/32,Pants,5702095800910,8,700.0,148.37
633-11277-SiVictor Chino-7609-30/34,Pants,5702095801566,3,700.0,148.37
633-11277-SiVictor Chino-7609-31/34,Pants,5702095801573,3,700.0,148.37
633-11277-SiVictor Chino-7609-37/34,Pants,5702095801634,1,700.0,148.37
633-11277-SiVictor Chino-7609-40/34,Pants,5702095801658,1,700.0,148.37
633-11277-SiVictor Chino-7609-42/34,Pants,5702095801665,3,700.0,148.37
633-11277-SiVictor Chino-7707-29/32,Pants,5702095842583,2,700.0,148.37
633-11277-SiVictor Chino-7707-30/32,Pants,5702095842590,7,700.0,148.37
633-11277-SiVictor Chino-7707-36/32,Pants,5702095842651,3,700.0,148.37
633-11277-SiVictor Chino-7707-37/32,Pants,5702095842668,1,700.0,148.37
633-11324-SiChill Denim Chino-7297-34/32,Pants,5702095844914,1,800.0,134.88
