produktnavn,kategorinavn,stregkode,Lager,DKKRRP,kostpris
644-15714-ClaytonSi +-7441-2XL,L/S Shirts,5702096303168,1,600.0,85.29
644-15714-ClaytonSi +-7441-4XL,L/S Shirts,5702096303182,2,600.0,85.29
644-15714-ClaytonSi +-7441-S,L/S Shirts,5702096303120,1,600.0,85.29
644-15715-ChuckSi-6884-2XL,L/S Shirts,5702096303236,1,600.0,89.91
644-15715-ChuckSi-6884-3XL,L/S Shirts,5702096303243,3,600.0,89.91
644-15715-ChuckSi-6884-4XL,L/S Shirts,5702096303250,4,600.0,89.91
644-15715-ChuckSi-7441-2XL,L/S Shirts,5702096303304,3,600.0,89.91
644-15715-ChuckSi-7441-3XL,L/S Shirts,5702096303311,2,600.0,89.91
644-15715-ChuckSi-7441-4XL,L/S Shirts,5702096303328,1,600.0,89.91
644-15716-BuffSi Check-7240-2XL,L/S Shirts,5702096298211,1,700.0,109.87
644-15716-BuffSi Check-7240-M,L/S Shirts,5702096298181,2,700.0,109.87
644-15716-BuffSi Check-7240-S,L/S Shirts,5702096298174,1,700.0,109.87
644-15718-CranSi Stripe-7541-S,L/S Shirts,5702096326310,2,600.0,115.22
644-15721-CraighSi Denim-7265-2XL,L/S Shirts,5702096303441,1,600.0,92.13
644-15721-CraighSi Denim-7265-3XL,L/S Shirts,5702096303458,2,600.0,92.13
644-15721-CraighSi Denim-7265-L,L/S Shirts,5702096303427,3,600.0,92.13
644-15721-CraighSi Denim-7265-M,L/S Shirts,5702096303410,2,600.0,92.13
644-15721-CraighSi Denim-7265-S,L/S Shirts,5702096303403,3,600.0,92.13
644-15725-FloydSi Check-6884-M,L/S Shirts,5702096313136,3,600.0,110.87
644-15725-FloydSi Check-6884-S,L/S Shirts,5702096313129,2,600.0,110.87
644-15725-FloydSi Check-7240-3XL,L/S Shirts,5702096313242,3,600.0,110.87
644-15725-FloydSi Check-7240-4XL,L/S Shirts,5702096313259,3,600.0,110.87
644-15725-FloydSi Check-7240-L,L/S Shirts,5702096313211,3,600.0,110.87
644-15725-FloydSi Check-7240-M,L/S Shirts,5702096313204,1,600.0,110.87
644-15725-FloydSi Check-7240-S,L/S Shirts,5702096313198,1,600.0,110.87
644-15728-CurtSi Print Pop-96-2XL,L/S Shirts,5702096405749,4,500.0,76.08
644-15728-CurtSi Print Pop-96-3XL,L/S Shirts,5702096405756,4,500.0,76.08
644-15728-CurtSi Print Pop-96-L,L/S Shirts,5702096405725,1,500.0,76.08
644-15728-CurtSi Print Pop-96-M,L/S Shirts,5702096405718,4,500.0,76.08
644-15728-CurtSi Print Pop-96-S,L/S Shirts,5702096405701,2,500.0,76.08
644-15729-CarterSi Print Oxf-7240-2XL,L/S Shirts,5702096405954,1,600.0,86.96
644-15729-CarterSi Print Oxf-7240-3XL,L/S Shirts,5702096405961,5,600.0,86.96
644-15729-CarterSi Print Oxf-7240-4XL,L/S Shirts,5702096405978,3,600.0,86.96
644-15729-CarterSi Print Oxf-7240-M,L/S Shirts,5702096405923,3,600.0,86.96
644-15729-CarterSi Print Oxf-7240-S,L/S Shirts,5702096405916,1,600.0,86.96
644-19532-HugoSi Py Brushed-6732-3XL,Acc. all,5702096330546,1,350.0,94.71
644-19532-HugoSi Py Brushed-7240-2XL,Acc. all,5702096330669,4,350.0,94.71
644-19532-HugoSi Py Brushed-7240-3XL,Acc. all,5702096330676,4,350.0,94.71
644-19532-HugoSi Py Brushed-7240-4XL,Acc. all,5702096330683,4,350.0,94.71
644-19532-HugoSi Py Brushed-7240-L,Acc. all,5702096330645,3,350.0,94.71
644-19532-HugoSi Py Brushed-7240-XL,Acc. all,5702096330652,4,350.0,94.71
650-11011-Ferry KM Denim-196-30/32,Jeans,5702095674306,4,700.0,102.75
650-11011-Ferry KM Denim-196-31/32,Jeans,5702095674313,1,700.0,102.75
650-11011-Ferry KM Denim-196-33/32,Jeans,5702095674337,10,700.0,102.75
650-11011-Ferry KM Denim-196-34/32,Jeans,5702095674344,5,700.0,102.75
650-11011-Ferry KM Denim-7997-34/32,Jeans,5702095675129,2,700.0,102.75
650-11011-Ferry KM Denim-7997-36/32,Jeans,5702095675143,9,700.0,102.75
650-11033-Ferry KM Denim F23-7292-32/32,Jeans,5702096001903,3,700.0,93.31
650-11033-Ferry KM Denim F23-7292-33/32,Jeans,5702096001910,7,700.0,93.31
650-11033-Ferry KM Denim F23-7292-34/30,Jeans,5702096001668,7,700.0,93.31
650-11033-Ferry KM Denim F23-7292-34/32,Jeans,5702096001927,7,700.0,93.31
650-11033-Ferry KM Denim F23-7292-35/32,Jeans,5702096001934,1,700.0,93.31
650-11033-Ferry KM Denim F23-7292-36/32,Jeans,5702096001941,5,700.0,93.31
650-11033-Ferry KM Denim F23-7292-38/30,Jeans,5702096001705,2,700.0,93.31
650-11033-Ferry KM Denim F23-7292-38/32,Jeans,5702096001965,6,700.0,93.31
650-11033-Ferry KM Denim F23-7292-40/30,Jeans,5702096001712,9,700.0,93.31
650-11033-Ferry KM Denim F23-7292-42/30,Jeans,5702096001729,3,700.0,93.31
650-11033-Ferry KM Denim F23-7292-42/34,Jeans,5702096002245,4,700.0,93.31
650-11033-Ferry KM Denim F23-7299-31/32,Jeans,5702096002023,1,700.0,93.31
650-11033-Ferry KM Denim F23-7299-33/30,Jeans,5702096001781,4,700.0,93.31
650-11033-Ferry KM Denim F23-7299-34/30,Jeans,5702096001798,8,700.0,93.31
650-11033-Ferry KM Denim F23-7299-36/30,Jeans,5702096001811,4,700.0,93.31
650-11033-Ferry KM Denim F23-7299-40/30,Jeans,5702096001842,4,700.0,93.31
650-11033-Ferry KM Denim F23-7299-40/32,Jeans,5702096002108,1,700.0,93.31
650-11033-Ferry KM Denim F23-7299-40/34,Jeans,5702096002368,2,700.0,93.31
650-11033-Ferry KM Denim F23-7299-42/30,Jeans,5702096001859,1,700.0,93.31
650-11033-Ferry KM Denim F23-7299-42/32,Jeans,5702096002115,2,700.0,93.31
650-11033-Ferry KM Denim F23-7299-42/34,Jeans,5702096002375,1,700.0,93.31
650-11305-Klaus Cotton  KM S22-96-4XL,Shorts,5702095428404,7,500.0,74.88
650-12516-LouSI KM F24-7210-M,Knit,5702096443994,72,900.0,110.77
650-12516-LouSI KM F24-7210-S,Knit,5702096443987,18,900.0,110.77
650-12516-LouSI KM F24-7694-M,Knit,5702096444069,47,900.0,110.77
650-12516-LouSI KM F24-7694-S,Knit,5702096444052,20,900.0,110.77
650-12516-LouSI KM F24-7719-M,Knit,5702096444137,58,900.0,110.77
650-13488-Nors Polo KM S23-7626-S,Polo,5702095857037,1,300.0,57.91
651-11019-FarrelSi Denim-7249-29/32,Jeans,5702096445677,1,800.0,148.57
651-11019-FarrelSi Denim-7249-30/30,Jeans,5702096445554,1,800.0,148.57
651-11019-FarrelSi Denim-7249-30/32,Jeans,5702096445684,3,800.0,148.57
651-11019-FarrelSi Denim-7249-31/30,Jeans,5702096445561,4,800.0,148.57
651-11019-FarrelSi Denim-7249-31/32,Jeans,5702096445691,4,800.0,148.57
651-11019-FarrelSi Denim-7249-31/34,Jeans,5702096445820,2,800.0,148.57
651-11019-FarrelSi Denim-7249-32/30,Jeans,5702096445578,3,800.0,148.57
651-11019-FarrelSi Denim-7249-32/32,Jeans,5702096445707,1,800.0,148.57
651-11019-FarrelSi Denim-7249-32/34,Jeans,5702096445837,2,800.0,148.57
651-11019-FarrelSi Denim-7249-33/30,Jeans,5702096445585,1,800.0,148.57
651-11019-FarrelSi Denim-7249-33/32,Jeans,5702096445714,2,800.0,148.57
651-11019-FarrelSi Denim-7249-33/34,Jeans,5702096445844,1,800.0,148.57
651-11019-FarrelSi Denim-7249-34/30,Jeans,5702096445592,1,800.0,148.57
651-11019-FarrelSi Denim-7249-34/34,Jeans,5702096445851,2,800.0,148.57
651-11019-FarrelSi Denim-7249-35/30,Jeans,5702096445608,3,800.0,148.57
651-11019-FarrelSi Denim-7249-35/32,Jeans,5702096445738,5,800.0,148.57
651-11019-FarrelSi Denim-7249-36/30,Jeans,5702096445615,3,800.0,148.57
651-11019-FarrelSi Denim-7249-36/32,Jeans,5702096445745,2,800.0,148.57
651-11019-FarrelSi Denim-7249-36/34,Jeans,5702096445875,2,800.0,148.57
651-11019-FarrelSi Denim-7249-37/30,Jeans,5702096445622,2,800.0,148.57
651-11019-FarrelSi Denim-7249-37/32,Jeans,5702096445752,2,800.0,148.57
651-11019-FarrelSi Denim-7249-37/34,Jeans,5702096445882,2,800.0,148.57
651-11019-FarrelSi Denim-7249-38/30,Jeans,5702096445639,3,800.0,148.57
651-11019-FarrelSi Denim-7249-38/32,Jeans,5702096445769,4,800.0,148.57
651-11019-FarrelSi Denim-7249-38/34,Jeans,5702096445899,2,800.0,148.57
651-11019-FarrelSi Denim-7249-40/30,Jeans,5702096445646,4,800.0,148.57
651-11019-FarrelSi Denim-7249-40/32,Jeans,5702096445776,3,800.0,148.57
651-11019-FarrelSi Denim-7249-42/30,Jeans,5702096445653,1,800.0,148.57
651-11019-FarrelSi Denim-7249-42/32,Jeans,5702096445783,4,800.0,148.57
651-11019-FarrelSi Denim-7249-44/32,Jeans,5702096445790,2,800.0,148.57
651-13001-EddySI +-6626-3XL,T-shirt/Top,5702096479351,1,200.0,30.96
651-13001-EddySI +-6626-M,T-shirt/Top,5702096479313,2,200.0,30.96
671-10081-Anton Bomber-4119-M,Functional jacket,5702092486025,4,1299.0,238.53
693-12288-Clark V-6797-XL,Knit,5702093638461,11,499.0,88.56
800-89023-Denim Bucket-20044-1SIZE,Hats/Caps,5702095204008,1,399.0,67.14
850-89023-Bucket Nylon-20044-1SIZE,Hats/Caps,5702094154502,1,299.0,58.28
651-11344 | HanesSi Zip-off-7686-S,Pants,5702096449934,2,800.0,179.35
651-11344 | HanesSi Zip-off-7686-M,Pants,5702096449941,2,800.0,179.35
651-11344 | HanesSi Zip-off-7686-L,Pants,5702096449958,2,800.0,179.35
651-11344 | HanesSi Zip-off-7686-XL,Pants,5702096449965,2,800.0,179.35
651-11344 | HanesSi Zip-off-7686-2XL,Pants,5702096449972,2,800.0,179.35
651-11344 | HanesSi Zip-off-7686-3XL,Pants,5702096449989,2,800.0,179.35
651-11344 | HanesSi Zip-off-7686-4XL,Pants,5702096449996,2,800.0,179.35
651-11356 | TonySi Structure-4002-31/32,Pants,5702096458080,2,700.0,111.9
651-11356 | TonySi Structure-4002-32/32,Pants,5702096458097,4,700.0,111.9
651-11356 | TonySi Structure-4002-33/32,Pants,5702096458103,6,700.0,111.9
651-11356 | TonySi Structure-4002-34/32,Pants,5702096458110,6,700.0,111.9
651-11356 | TonySi Structure-4002-36/32,Pants,5702096458134,6,700.0,111.9
651-11356 | TonySi Structure-4002-38/32,Pants,5702096458158,2,700.0,111.9
651-11364 | CrawlSi Washed-4194-33/32,Pants,5702096451654,4,700.0,111.9
651-11364 | CrawlSi Washed-4194-34/32,Pants,5702096451661,4,700.0,111.9
651-11364 | CrawlSi Washed-4194-35/32,Pants,5702096451678,4,700.0,111.9
651-11364 | CrawlSi Washed-4194-36/32,Pants,5702096451685,4,700.0,111.9
651-11364 | CrawlSi Washed-4194-38/32,Pants,5702096451708,2,700.0,111.9
651-11364 | CrawlSi Washed-4194-40/32,Pants,5702096451715,2,700.0,111.9
651-11364 | CrawlSi Washed-4194-32/34,Pants,5702096452033,2,700.0,111.9
651-11364 | CrawlSi Washed-4194-33/34,Pants,5702096452040,4,700.0,111.9
651-11364 | CrawlSi Washed-4194-34/34,Pants,5702096452057,4,700.0,111.9
651-11364 | CrawlSi Washed-4194-35/34,Pants,5702096452064,1,700.0,111.9
651-11364 | CrawlSi Washed-4194-36/34,Pants,5702096452071,4,700.0,111.9
651-11364 | CrawlSi Washed-4194-38/34,Pants,5702096452095,2,700.0,111.9
651-11364 | CrawlSi Washed-4194-33/30,Pants,5702096483679,3,700.0,111.9
651-11364 | CrawlSi Washed-4194-34/30,Pants,5702096483686,4,700.0,111.9
651-11364 | CrawlSi Washed-4194-35/30,Pants,5702096483693,4,700.0,111.9
651-11364 | CrawlSi Washed-4194-36/30,Pants,5702096483709,2,700.0,111.9
651-11364 | CrawlSi Washed-4194-38/30,Pants,5702096483723,2,700.0,111.9
651-12379 | VernSi V +-56747-M,Knit,5702096469932,2,500.0,71.94
651-12379 | VernSi V +-56747-L,Knit,5702096469949,4,500.0,71.94
651-12379 | VernSi V +-56747-XL,Knit,5702096469956,6,500.0,71.94
651-12379 | VernSi V +-56747-2XL,Knit,5702096469963,4,500.0,71.94
651-12379 | VernSi V +-56747-3XL,Knit,5702096469970,2,500.0,71.94
651-12379 | VernSi V +-56747-4XL,Knit,5702096469987,2,500.0,71.94
651-12379 | VernSi V +-57166-L,Knit,5702096470013,1,500.0,71.94
651-12379 | VernSi V +-57166-XL,Knit,5702096470020,2,500.0,71.94
651-12379 | VernSi V +-57166-2XL,Knit,5702096470037,4,500.0,71.94
651-12379 | VernSi V +-57166-3XL,Knit,5702096470044,2,500.0,71.94
651-12379 | VernSi V +-57166-4XL,Knit,5702096470051,1,500.0,71.94
651-12379 | VernSi V +-57333-M,Knit,5702096470075,2,500.0,71.94
651-12379 | VernSi V +-57333-L,Knit,5702096470082,4,500.0,71.94
651-12379 | VernSi V +-57333-XL,Knit,5702096470099,6,500.0,71.94
651-12379 | VernSi V +-57333-2XL,Knit,5702096470105,4,500.0,71.94
651-12379 | VernSi V +-57333-3XL,Knit,5702096470112,2,500.0,71.94
651-12379 | VernSi V +-57333-4XL,Knit,5702096470129,2,500.0,71.94
651-12379 | VernSi V +-54002-M,Knit,5702096581443,2,500.0,71.94
651-12379 | VernSi V +-54002-L,Knit,5702096581450,4,500.0,71.94
651-12379 | VernSi V +-54002-XL,Knit,5702096581467,6,500.0,71.94
651-12379 | VernSi V +-54002-2XL,Knit,5702096581474,4,500.0,71.94
651-12379 | VernSi V +-54002-3XL,Knit,5702096581481,2,500.0,71.94
651-12517 | NolanSi Knit Polo +-57707-M,Knit,5702096470846,2,600.0,87.08
651-12517 | NolanSi Knit Polo +-57707-L,Knit,5702096470853,4,600.0,87.08
651-12517 | NolanSi Knit Polo +-57707-XL,Knit,5702096470860,1,600.0,87.08
651-12517 | NolanSi Knit Polo +-57707-2XL,Knit,5702096470877,4,600.0,87.08
651-12523 | NeoSi Windstopper-4179-M,Knit,5702096542567,2,1000.0,164.9
651-12523 | NeoSi Windstopper-4179-L,Knit,5702096542574,4,1000.0,164.9
651-12523 | NeoSi Windstopper-4179-XL,Knit,5702096542581,4,1000.0,164.9
651-12523 | NeoSi Windstopper-4179-2XL,Knit,5702096542598,4,1000.0,164.9
651-12523 | NeoSi Windstopper-4179-3XL,Knit,5702096542604,2,1000.0,164.9
651-12523 | NeoSi Windstopper-4179-4XL,Knit,5702096542611,2,1000.0,164.9
651-13596 | OscarSi Badge Polo-6747-M,Polo,5702096476589,4,500.0,87.6
651-13596 | OscarSi Badge Polo-6747-L,Polo,5702096476596,6,500.0,87.6
651-13596 | OscarSi Badge Polo-6747-XL,Polo,5702096476602,6,500.0,87.6
651-13596 | OscarSi Badge Polo-6747-2XL,Polo,5702096476619,6,500.0,87.6
651-13596 | OscarSi Badge Polo-6747-3XL,Polo,5702096476626,4,500.0,87.6
651-13596 | OscarSi Badge Polo-6747-4XL,Polo,5702096476633,2,500.0,87.6
651-13596 | OscarSi Badge Polo-7166-M,Polo,5702096476657,2,500.0,87.6
651-13596 | OscarSi Badge Polo-7166-L,Polo,5702096476664,6,500.0,87.6
651-13596 | OscarSi Badge Polo-7166-XL,Polo,5702096476671,6,500.0,87.6
651-13596 | OscarSi Badge Polo-7166-2XL,Polo,5702096476688,6,500.0,87.6
651-13596 | OscarSi Badge Polo-7166-3XL,Polo,5702096476695,4,500.0,87.6
651-13596 | OscarSi Badge Polo-7166-4XL,Polo,5702096476701,2,500.0,87.6
651-13596 | OscarSi Badge Polo-7615-M,Polo,5702096476725,3,500.0,87.6
651-13596 | OscarSi Badge Polo-7615-L,Polo,5702096476732,5,500.0,87.6
651-13596 | OscarSi Badge Polo-7615-XL,Polo,5702096476749,6,500.0,87.6
651-13596 | OscarSi Badge Polo-7615-2XL,Polo,5702096476756,6,500.0,87.6
651-13596 | OscarSi Badge Polo-7615-3XL,Polo,5702096476763,4,500.0,87.6
651-13596 | OscarSi Badge Polo-7615-4XL,Polo,5702096476770,2,500.0,87.6
651-13597 | OttoSi Aop Polo-7193-M,Polo,5702096476862,2,500.0,72.71
651-13597 | OttoSi Aop Polo-7193-L,Polo,5702096476879,4,500.0,72.71
651-13597 | OttoSi Aop Polo-7193-XL,Polo,5702096476886,6,500.0,72.71
651-13597 | OttoSi Aop Polo-7193-2XL,Polo,5702096476893,6,500.0,72.71
651-13597 | OttoSi Aop Polo-7193-3XL,Polo,5702096476909,3,500.0,72.71
651-15567 | PittSi Structure-6747-M,S/S Shirts,5702096459278,2,400.0,73.62
651-15567 | PittSi Structure-6747-L,S/S Shirts,5702096459285,3,400.0,73.62
651-15567 | PittSi Structure-6747-XL,S/S Shirts,5702096459292,2,400.0,73.62
651-15567 | PittSi Structure-6747-2XL,S/S Shirts,5702096459308,2,400.0,73.62
651-15567 | PittSi Structure-6747-3XL,S/S Shirts,5702096459315,2,400.0,73.62
651-15567 | PittSi Structure-6747-4XL,S/S Shirts,5702096459322,1,400.0,73.62
651-15644 | GimoSi Linen Look-6437-M,L/S Shirts,5702096582563,4,500.0,91.78
651-15644 | GimoSi Linen Look-6437-L,L/S Shirts,5702096582570,6,500.0,91.78
651-15644 | GimoSi Linen Look-6437-XL,L/S Shirts,5702096582587,6,500.0,91.78
651-15644 | GimoSi Linen Look-6437-2XL,L/S Shirts,5702096582594,6,500.0,91.78
651-15734 | PacoSi Oxford Stripe-6982-M,L/S Shirts,5702096460113,2,600.0,112.18
651-15734 | PacoSi Oxford Stripe-6982-L,L/S Shirts,5702096460120,6,600.0,112.18
651-15734 | PacoSi Oxford Stripe-6982-XL,L/S Shirts,5702096460137,6,600.0,112.18
651-15734 | PacoSi Oxford Stripe-6982-2XL,L/S Shirts,5702096460144,6,600.0,112.18
651-15734 | PacoSi Oxford Stripe-6982-3XL,L/S Shirts,5702096460151,3,600.0,112.18
651-15742 | PalleSi Wide Stripe LC-7718-M,L/S Shirts,5702096485291,4,700.0,129.74
651-15742 | PalleSi Wide Stripe LC-7718-L,L/S Shirts,5702096485307,6,700.0,129.74
651-15742 | PalleSi Wide Stripe LC-7718-XL,L/S Shirts,5702096485314,6,700.0,129.74
651-15742 | PalleSi Wide Stripe LC-7718-2XL,L/S Shirts,5702096485321,6,700.0,129.74
651-15742 | PalleSi Wide Stripe LC-7718-3XL,L/S Shirts,5702096485338,4,700.0,129.74
651-15742 | PalleSi Wide Stripe LC-7718-4XL,L/S Shirts,5702096485345,2,700.0,129.74
651-15748 | PanSi Waffle Check-6626-M,S/S Shirts,5702096461097,2,500.0,83.2
651-15748 | PanSi Waffle Check-6626-XL,S/S Shirts,5702096461110,2,500.0,83.2
651-15748 | PanSi Waffle Check-6626-2XL,S/S Shirts,5702096461127,2,500.0,83.2
651-15748 | PanSi Waffle Check-6626-3XL,S/S Shirts,5702096461134,2,500.0,83.2
651-15748 | PanSi Waffle Check-6626-4XL,S/S Shirts,5702096461141,1,500.0,83.2
651-15752 | PelleSi LC Print-7193-XL,S/S Shirts,5702096461813,12,600.0,90.45
651-15752 | PelleSi LC Print-7193-2XL,S/S Shirts,5702096461820,10,600.0,90.45
651-15752 | PelleSi LC Print-7193-3XL,S/S Shirts,5702096461837,6,600.0,90.45
651-15752 | PelleSi LC Print-7193-4XL,S/S Shirts,5702096461844,7,600.0,90.45
651-15760 | PicoSi Stretch-6277-M,Overshirt,5702096493937,2,800.0,160.55
651-15760 | PicoSi Stretch-6277-L,Overshirt,5702096493944,6,800.0,160.55
651-15760 | PicoSi Stretch-6277-XL,Overshirt,5702096493951,8,800.0,160.55
651-15760 | PicoSi Stretch-6277-2XL,Overshirt,5702096493968,8,800.0,160.55
651-15760 | PicoSi Stretch-6277-3XL,Overshirt,5702096493975,6,800.0,160.55
651-15760 | PicoSi Stretch-6277-4XL,Overshirt,5702096493982,5,800.0,160.55
